"","urchin_dens","patch_conn","patch_area","pred","CI.low","CI.up"
"1",0,11.9542608384642,3.37638177716468,0.990134489870044,0.965313630186445,0.998245747574185
"2",0.693147180559945,11.9542608384642,3.37638177716468,0.977337170234906,0.926881762056632,0.994644650748654
"3",1.09861228866811,11.9542608384642,3.37638177716468,0.963384938486223,0.89263183964517,0.990299312550514
"4",1.38629436111989,11.9542608384642,3.37638177716468,0.948797897333227,0.861694523174066,0.98486413347978
"5",1.6094379124341,11.9542608384642,3.37638177716468,0.933855850988662,0.831212283261887,0.979322116188927
"6",1.79175946922805,11.9542608384642,3.37638177716468,0.918736547232578,0.799760735493646,0.974105007980354
"7",1.94591014905531,11.9542608384642,3.37638177716468,0.903562512247981,0.767891002907113,0.967819396300821
"8",2.07944154167984,11.9542608384642,3.37638177716468,0.888422187931947,0.74259721837955,0.961194818868195
"9",2.19722457733622,11.9542608384642,3.37638177716468,0.873381169567195,0.716014739669331,0.953456393464573
"10",2.30258509299405,11.9542608384642,3.37638177716468,0.858488863974144,0.688651172810149,0.946600993810137
"11",2.39789527279837,11.9542608384642,3.37638177716468,0.843782750577186,0.668291608154465,0.938960148964913
"12",2.484906649788,11.9542608384642,3.37638177716468,0.829291269208416,0.637778478676824,0.93120206107145
"13",2.56494935746154,11.9542608384642,3.37638177716468,0.815035864800923,0.614068631152169,0.923961411055358
"14",2.63905732961526,11.9542608384642,3.37638177716468,0.80103248531604,0.591745233933878,0.917000213488386
"15",2.70805020110221,11.9542608384642,3.37638177716468,0.787292709039766,0.570739514205103,0.911043142510023
"16",2.77258872223978,11.9542608384642,3.37638177716468,0.773824611358684,0.550855003764205,0.903119837417536
"17",2.83321334405622,11.9542608384642,3.37638177716468,0.760633442826312,0.532025914094596,0.896564558964064
"18",2.89037175789616,11.9542608384642,3.37638177716468,0.7477221670669,0.510548425121455,0.888404290501472
"19",2.94443897916644,11.9542608384642,3.37638177716468,0.735091892363033,0.488095133804028,0.881966807825476
"20",2.99573227355399,11.9542608384642,3.37638177716468,0.722742221159843,0.472962502783452,0.876605706676062
"21",3.04452243772342,11.9542608384642,3.37638177716468,0.710671535239687,0.45898381323926,0.870966468085725
"22",3.09104245335832,11.9542608384642,3.37638177716468,0.69887722983737,0.445176215174736,0.865943888179968
"23",3.13549421592915,11.9542608384642,3.37638177716468,0.687355906788946,0.427794061199369,0.859532264472514
"24",3.17805383034795,11.9542608384642,3.37638177716468,0.676103534508267,0.414840398755103,0.852964091710538
"25",3.2188758248682,11.9542608384642,3.37638177716468,0.665115580890664,0.400271813726622,0.846034890987815
"26",3.25809653802148,11.9542608384642,3.37638177716468,0.654387123972583,0.38643981835097,0.840493092420562
"27",3.29583686600433,11.9542608384642,3.37638177716468,0.64391294420922,0.372343871536377,0.834260202868349
"28",3.3322045101752,11.9542608384642,3.37638177716468,0.633687601486593,0.358854545952538,0.828854605364781
"29",3.36729582998647,11.9542608384642,3.37638177716468,0.623705499402627,0.347914026100671,0.823506996560834
"30",3.40119738166216,11.9542608384642,3.37638177716468,0.61396093889282,0.33789671609525,0.818371799843383
"31",3.43398720448515,11.9542608384642,3.37638177716468,0.604448162910543,0.328306900309851,0.814036299267695
"32",3.46573590279973,11.9542608384642,3.37638177716468,0.595161393578391,0.320119600927809,0.80912416115694
"33",3.49650756146648,11.9542608384642,3.37638177716468,0.586094862989379,0.311655514192657,0.804992949786354
"34",3.52636052461616,11.9542608384642,3.37638177716468,0.577242838643088,0.303562645290001,0.801468068741349
"35",3.55534806148941,11.9542608384642,3.37638177716468,0.568599644343061,0.295819200706768,0.797420949893812
"36",3.58351893845611,11.9542608384642,3.37638177716468,0.560159677250787,0.288404927453062,0.793421713384701
"37",3.61091791264422,11.9542608384642,3.37638177716468,0.55191742168312,0.280891144239742,0.789465048473297
"38",3.63758615972639,11.9542608384642,3.37638177716468,0.543867460149638,0.271944302529302,0.785560797618914
"39",3.66356164612965,11.9542608384642,3.37638177716468,0.53600448205097,0.263431250412992,0.781667113933472
"40",3.68887945411394,11.9542608384642,3.37638177716468,0.528323290395803,0.255311407938336,0.777815552075887
"41",3.71357206670431,11.9542608384642,3.37638177716468,0.520818806841008,0.248062804427129,0.774044663662454
"42",3.73766961828337,11.9542608384642,3.37638177716468,0.513486075314324,0.240783568752089,0.770346765029328
"43",3.76120011569356,11.9542608384642,3.37638177716468,0.506320264441018,0.235283177064881,0.766695046929364
"44",3.78418963391826,11.9542608384642,3.37638177716468,0.499316668963614,0.229998761768314,0.763073572153362
"45",3.80666248977032,11.9542608384642,3.37638177716468,0.492470710316348,0.224944845183252,0.759473586576763
"46",3.8286413964891,11.9542608384642,3.37638177716468,0.485777936492617,0.220079435732924,0.754741290637607
"47",3.85014760171006,11.9542608384642,3.37638177716468,0.479234021323729,0.215392246396404,0.749679745247521
"48",3.87120101090789,11.9542608384642,3.37638177716468,0.472834763270186,0.21087431541211,0.746202766042298
"49",3.89182029811063,11.9542608384642,3.37638177716468,0.466576083812145,0.205669750463561,0.742754441245959
"50",3.91202300542815,11.9542608384642,3.37638177716468,0.460454025513173,0.199477308467458,0.739346187021787
"51",3.93182563272433,11.9542608384642,3.37638177716468,0.454464749820659,0.193544642755793,0.73597715488236
"52",4.33073334028633,11.9542608384642,3.37638177716468,0.338772714699338,0.1136616478543,0.641072118954739
"53",4.61512051684126,11.9542608384642,3.37638177716468,0.265937838768452,0.0743511810123507,0.577942928579085
"54",5.11198778835654,11.9542608384642,3.37638177716468,0.16509060320295,0.0342652738160474,0.463841950620915
