"","kfmid","pxid"
"1659",5,75198
"1660",5,75199
"1661",5,75200
"1662",5,75201
"1663",5,75202
"1664",5,75203
"1665",5,75262
"1666",5,75263
"1667",5,75264
"1668",5,75265
"1669",5,75266
"1670",5,75267
"1671",5,75268
"1672",5,75269
"1673",5,75270
"1674",5,75271
"1675",5,75272
"1676",5,75273
"1677",5,75274
"1678",5,75275
"1679",5,75276
"1680",5,75277
"1681",5,75278
"1682",5,75279
"1683",5,75280
"1684",5,75281
"1685",5,75343
"1686",5,75344
"1687",5,75345
"1688",5,75346
"1689",5,75347
"1690",5,75348
"1691",5,75349
"1692",5,75350
"1693",5,75351
"1694",5,75352
"1695",5,75353
"1696",5,75354
"1697",5,75355
"1698",5,75356
"1699",5,75357
"1700",5,75358
"1701",5,75359
"1702",5,75360
"1703",5,75361
"1704",5,75418
"1705",5,75419
"1706",5,75420
"1707",5,75421
"1708",5,75422
"1709",5,75423
"1710",5,75424
"1711",5,75425
"1712",5,75426
"1713",5,75427
"1714",5,75428
"1715",5,75429
"1716",5,75430
"1717",5,75431
"1718",5,75432
"1719",5,75433
"1720",5,75434
"1721",5,75435
"1722",5,75489
"1723",5,75490
"1724",5,75491
"1725",5,75492
"1726",5,75493
"1727",5,75494
"1728",5,75495
"1729",5,75496
"1730",5,75497
"1731",5,75498
"1732",5,75499
"1733",5,75500
"1734",5,75501
"1735",5,75502
"1736",5,75503
"1737",5,75504
"1738",5,75505
"1739",5,75561
"1740",5,75562
"1741",5,75563
"1742",5,75564
"1743",5,75565
"1744",5,75566
"1745",5,75567
"1746",5,75568
"1747",5,75569
"1748",5,75570
"1749",5,75571
"1750",5,75572
"1751",5,75573
"1752",5,75574
"1753",5,75575
"1754",5,75631
"1755",5,75632
"1756",5,75633
"1757",5,75634
"1758",5,75635
"1759",5,75636
"1760",5,75637
"1761",5,75638
"1762",5,75639
"1763",5,75640
"1764",5,75641
"1765",5,75642
"1766",5,75643
"1767",5,75644
"1768",5,75701
"1769",5,75702
"1770",5,75703
"1771",5,75704
"1772",5,75705
"1773",5,75706
"1774",5,75707
"1775",5,75708
"1776",5,75709
"1777",5,75710
"1778",5,75711
"1779",5,75765
"1780",5,75766
"1781",5,75767
"1782",5,75768
"1783",5,75769
"1784",5,75770
"1785",5,75771
"1786",5,75772
"1787",5,75827
"1788",5,75828
"1789",5,75829
"1790",5,75830
"1791",5,75831
"1792",5,75832
"1793",5,75833
"1794",5,75834
"1795",5,75891
"1796",5,75892
"1797",5,75893
"1798",5,75894
"1799",5,75895
"1800",5,75896
"1801",5,75897
"1802",5,75898
"1803",5,75899
"1804",5,75950
"1805",5,75951
"1806",5,75952
"1807",5,75953
"1808",5,75954
"1809",5,75955
"1810",5,75956
"1811",5,76006
"1812",5,76007
"1813",5,76008
"1814",5,76009
"1815",5,76057
"1816",5,76102
"1817",5,76103
"1818",5,76145
"1819",5,76146
"1820",6,92461
"1821",6,92462
"1822",6,92463
"1823",6,92464
"1824",6,92472
"1825",6,92473
"1826",6,92474
"1827",6,92475
"1828",6,92476
"1829",6,92477
"1830",6,92478
"1831",6,92483
"1832",6,92484
"1833",6,92485
"1834",6,92486
"1835",6,92487
"1836",6,92488
"1837",6,92489
"1838",6,92490
"1839",6,92494
"1840",6,92495
"1841",6,92496
"1842",6,92497
"1843",6,92498
"1844",6,92499
"1845",6,92500
"1846",6,92501
"1847",6,92502
"1848",6,92503
"1849",6,92507
"1850",6,92508
"1851",6,92509
"1852",6,92510
"1853",6,92511
"1854",6,92512
"1855",6,92513
"1856",6,92514
"1857",6,92515
"1858",6,92516
"1859",6,92517
"1860",6,92518
"1861",6,92519
"1862",6,92522
"1863",6,92523
"1864",6,92524
"1865",6,92525
"1866",6,92526
"1867",6,92527
"1868",6,92528
"1869",6,92529
"1870",6,92530
"1871",6,92531
"1872",6,92532
"1873",6,92533
"1874",6,92534
"1875",6,92535
"1876",6,92536
"1877",6,92537
"1878",6,92538
"1879",6,92539
"1880",6,92542
"1881",6,92543
"1882",6,92544
"1883",6,92545
"1884",6,92546
"1885",6,92547
"1886",6,92548
"1887",6,92549
"1888",6,92550
"1889",6,92551
"1890",6,92552
"1891",6,92553
"1892",6,92554
"1893",6,92555
"1894",6,92556
"1895",6,92557
"1896",6,92558
"1897",6,92559
"1898",6,92560
"1899",6,92561
"1900",6,92565
"1901",6,92566
"1902",6,92567
"1903",6,92568
"1904",6,92569
"1905",6,92570
"1906",6,92571
"1907",6,92572
"1908",6,92573
"1909",6,92574
"1910",6,92575
"1911",6,92576
"1912",6,92577
"1913",6,92578
"1914",6,92579
"1915",6,92580
"1916",6,92581
"1917",6,92586
"1918",6,92587
"1919",6,92588
"1920",6,92589
"1921",6,92590
"1922",6,92591
"1923",6,92592
"1924",6,92593
"1925",6,92594
"1926",6,92595
"1927",6,92596
"1928",6,92597
"1929",6,92598
"1930",6,92599
"1931",6,92600
"1932",6,92605
"1933",6,92606
"1934",6,92607
"1935",6,92608
"1936",6,92609
"1937",6,92610
"1938",6,92611
"1939",6,92612
"1940",6,92613
"1941",6,92614
"1942",6,92615
"1943",6,92616
"1944",6,92617
"1945",6,92618
"1946",6,92621
"1947",6,92622
"1948",6,92623
"1949",6,92624
"1950",6,92625
"1951",6,92626
"1952",6,92627
"1953",6,92628
"1954",6,92629
"1955",6,92630
"1956",6,92631
"1957",6,92632
"1958",6,92633
"1959",6,92634
"1960",6,92635
"1961",6,92636
"1962",6,92645
"1963",6,92646
"1964",6,92647
"1965",6,92648
"1966",6,92649
"1967",6,92650
"1968",6,92651
"1969",6,92652
"1970",6,92653
"1971",6,92654
"1972",6,92655
"1973",6,92656
"1974",6,92657
"1975",6,92658
"1976",6,92659
"1977",6,92660
"1978",6,92678
"1979",6,92679
"1980",6,92680
"1981",6,92681
"1982",6,92682
"1983",6,92683
"1984",6,92684
"1985",6,92685
"1986",6,92686
"1987",6,92687
"1988",6,92688
"1989",6,92689
"1990",6,92690
"1991",6,92691
"1992",6,92692
"1993",6,92693
"1994",6,92706
"1995",6,92707
"1996",6,92708
"1997",6,92709
"1998",6,92710
"1999",6,92711
"2000",6,92712
"2001",6,92713
"2002",6,92714
"2003",6,92715
"2004",6,92716
"2005",6,92717
"2006",6,92718
"2007",6,92719
"2008",6,92720
"2009",6,92721
"2010",6,92722
"2011",6,92723
"2012",6,92731
"2013",6,92732
"2014",6,92733
"2015",6,92734
"2016",6,92735
"2017",6,92736
"2018",6,92737
"2019",6,92738
"2020",6,92739
"2021",6,92740
"2022",6,92741
"2023",6,92742
"2024",6,92743
"2025",6,92744
"2026",6,92745
"2027",6,92746
"2028",6,92747
"2029",6,92748
"2030",6,92753
"2031",6,92754
"2032",6,92755
"2033",6,92756
"2034",6,92757
"2035",6,92758
"2036",6,92759
"2037",6,92760
"2038",6,92761
"2039",6,92762
"2040",6,92763
"2041",6,92764
"2042",6,92765
"2043",6,92766
"2044",6,92767
"2045",6,92768
"2046",6,92769
"2047",6,92770
"2048",6,92771
"2049",6,92772
"2050",6,92779
"2051",6,92780
"2052",6,92781
"2053",6,92782
"2054",6,92783
"2055",6,92784
"2056",6,92785
"2057",6,92786
"2058",6,92787
"2059",6,92788
"2060",6,92789
"2061",6,92790
"2062",6,92791
"2063",6,92792
"2064",6,92793
"2065",6,92794
"2066",6,92795
"2067",6,92796
"2068",6,92797
"2069",6,92808
"2070",6,92809
"2071",6,92810
"2072",6,92811
"2073",6,92812
"2074",6,92813
"2075",6,92814
"2076",6,92815
"2077",6,92816
"2078",6,92817
"2079",6,92818
"2080",6,92819
"2081",6,92820
"2082",6,92821
"2083",6,92822
"2084",6,92823
"2085",6,92824
"2086",6,92825
"2087",6,92826
"2088",6,92827
"2089",6,92828
"2090",6,92829
"2091",6,92842
"2092",6,92843
"2093",6,92844
"2094",6,92845
"2095",6,92846
"2096",6,92847
"2097",6,92848
"2098",6,92849
"2099",6,92850
"2100",6,92851
"2101",6,92852
"2102",6,92853
"2103",6,92854
"2104",6,92855
"2105",6,92856
"2106",6,92857
"2107",6,92858
"2108",6,92859
"2109",6,92860
"2110",6,92861
"2111",6,92877
"2112",6,92878
"2113",6,92879
"2114",6,92880
"2115",6,92881
"2116",6,92882
"2117",6,92883
"2118",6,92884
"2119",6,92885
"2120",6,92886
"2121",6,92887
"2122",6,92888
"2123",6,92889
"2124",6,92890
"2125",6,92891
"2126",6,92892
"2127",6,92893
"2128",6,92894
"2129",6,92895
"2130",6,92896
"2131",6,92917
"2132",6,92918
"2133",6,92919
"2134",6,92920
"2135",6,92921
"2136",6,92922
"2137",6,92923
"2138",6,92924
"2139",6,92925
"2140",6,92926
"2141",6,92927
"2142",6,92928
"2143",6,92929
"2144",6,92930
"2145",6,92931
"2146",6,92932
"2147",6,92933
"2148",6,92934
"2149",6,92958
"2150",6,92959
"2151",6,92960
"2152",6,92961
"2153",6,92962
"2154",6,92963
"2155",6,92964
"2156",6,92965
"2157",6,92966
"2158",6,92967
"2159",6,92968
"2160",6,92969
"2161",6,92970
"2162",6,92971
"2163",6,92995
"2164",6,92996
"2165",6,92997
"2166",6,92998
"2167",6,92999
"2168",6,93000
"2169",6,93001
"2170",6,93002
"2171",6,93003
"2172",6,93004
"2173",7,96680
"2174",8,97684
"2175",8,97685
"2176",8,97686
"2177",8,97687
"2178",8,97697
"2179",8,97698
"2180",8,97699
"2181",8,97710
"2182",8,97711
"2183",8,97712
"2184",9,123888
"2185",9,123889
"2186",9,123890
"2187",9,123966
"2188",9,123967
"2189",9,124042
"2190",9,124043
"2191",9,124118
"2192",9,124119
"2193",9,124120
"2194",9,124195
"2195",9,124196
"2196",9,124197
"2197",9,124271
"2198",9,124272
"2199",9,124273
"2200",9,124274
"2201",9,124275
"2202",9,124357
"2203",9,124358
"2204",9,124359
"2205",9,124360
"2206",9,124361
"2207",9,124362
"2208",9,124442
"2209",9,124443
"2210",9,124444
"2211",9,124445
"2212",9,124446
"2213",9,124447
"2214",9,124525
"2215",9,124526
"2216",10,120219
"2217",10,120220
"2218",10,120221
"2219",10,120222
"2220",10,120223
"2221",10,120288
"2222",10,120289
"2223",10,120290
"2224",10,120291
"2225",10,120292
"2226",10,120293
"2227",10,120294
"2228",10,120295
"2229",10,120296
"2230",10,120356
"2231",10,120357
"2232",10,120358
"2233",10,120359
"2234",10,120360
"2235",10,120361
"2236",10,120362
"2237",10,120363
"2238",10,120364
"2239",10,120365
"2240",10,120366
"2241",10,120367
"2242",10,120368
"2243",10,120369
"2244",10,120370
"2245",10,120425
"2246",10,120426
"2247",10,120427
"2248",10,120428
"2249",10,120429
"2250",10,120430
"2251",10,120431
"2252",10,120432
"2253",10,120433
"2254",10,120434
"2255",10,120435
"2256",10,120436
"2257",10,120437
"2258",10,120438
"2259",10,120439
"2260",10,120440
"2261",10,120441
"2262",10,120442
"2263",10,120494
"2264",10,120495
"2265",10,120496
"2266",10,120497
"2267",10,120498
"2268",10,120499
"2269",10,120500
"2270",10,120501
"2271",10,120502
"2272",10,120503
"2273",10,120504
"2274",10,120505
"2275",10,120506
"2276",10,120507
"2277",10,120508
"2278",10,120509
"2279",10,120510
"2280",10,120511
"2281",10,120512
"2282",10,120513
"2283",10,120565
"2284",10,120566
"2285",10,120567
"2286",10,120568
"2287",10,120569
"2288",10,120570
"2289",10,120571
"2290",10,120572
"2291",10,120573
"2292",10,120574
"2293",10,120575
"2294",10,120576
"2295",10,120577
"2296",10,120578
"2297",10,120579
"2298",10,120580
"2299",10,120581
"2300",10,120582
"2301",10,120583
"2302",10,120584
"2303",10,120585
"2304",10,120631
"2305",10,120632
"2306",10,120633
"2307",10,120634
"2308",10,120635
"2309",10,120636
"2310",10,120637
"2311",10,120638
"2312",10,120639
"2313",10,120640
"2314",10,120641
"2315",10,120642
"2316",10,120643
"2317",10,120644
"2318",10,120645
"2319",10,120646
"2320",10,120647
"2321",10,120648
"2322",10,120649
"2323",10,120692
"2324",10,120693
"2325",10,120694
"2326",10,120695
"2327",10,120696
"2328",10,120697
"2329",10,120698
"2330",10,120699
"2331",10,120700
"2332",10,120701
"2333",10,120702
"2334",10,120703
"2335",10,120704
"2336",10,120705
"2337",10,120706
"2338",10,120707
"2339",10,120708
"2340",10,120755
"2341",10,120756
"2342",10,120757
"2343",10,120758
"2344",10,120759
"2345",10,120760
"2346",10,120761
"2347",10,120762
"2348",10,120763
"2349",10,120764
"2350",10,120765
"2351",10,120766
"2352",10,120767
"2353",10,120768
"2354",10,120769
"2355",10,120770
"2356",10,120821
"2357",10,120822
"2358",10,120823
"2359",10,120824
"2360",10,120825
"2361",10,120826
"2362",10,120827
"2363",10,120828
"2364",10,120829
"2365",10,120830
"2366",10,120831
"2367",10,120832
"2368",10,120833
"2369",10,120834
"2370",10,120835
"2371",10,120836
"2372",10,120837
"2373",10,120838
"2374",10,120886
"2375",10,120887
"2376",10,120888
"2377",10,120889
"2378",10,120890
"2379",10,120891
"2380",10,120892
"2381",10,120893
"2382",10,120894
"2383",10,120895
"2384",10,120896
"2385",10,120897
"2386",10,120898
"2387",10,120899
"2388",10,120900
"2389",10,120901
"2390",10,120902
"2391",10,120903
"2392",10,120904
"2393",10,120950
"2394",10,120951
"2395",10,120952
"2396",10,120953
"2397",10,120954
"2398",10,120955
"2399",10,120956
"2400",10,120957
"2401",10,120958
"2402",10,120959
"2403",10,120960
"2404",10,120961
"2405",10,120962
"2406",10,120963
"2407",10,120964
"2408",10,120965
"2409",10,120966
"2410",10,120967
"2411",10,120968
"2412",10,120969
"2413",10,121021
"2414",10,121022
"2415",10,121023
"2416",10,121024
"2417",10,121025
"2418",10,121026
"2419",10,121027
"2420",10,121028
"2421",10,121029
"2422",10,121030
"2423",10,121031
"2424",10,121032
"2425",10,121033
"2426",10,121034
"2427",10,121035
"2428",10,121036
"2429",10,121037
"2430",10,121038
"2431",10,121039
"2432",10,121040
"2433",10,121041
"2434",10,121042
"2435",10,121101
"2436",10,121102
"2437",10,121103
"2438",10,121104
"2439",10,121105
"2440",10,121106
"2441",10,121107
"2442",10,121108
"2443",10,121109
"2444",10,121110
"2445",10,121111
"2446",10,121112
"2447",10,121113
"2448",10,121114
"2449",10,121115
"2450",10,121116
"2451",10,121117
"2452",10,121118
"2453",10,121119
"2454",10,121120
"2455",10,121121
"2456",10,121122
"2457",10,121173
"2458",10,121174
"2459",10,121175
"2460",10,121176
"2461",10,121177
"2462",10,121178
"2463",10,121179
"2464",10,121180
"2465",10,121181
"2466",10,121182
"2467",10,121183
"2468",10,121184
"2469",10,121185
"2470",10,121186
"2471",10,121187
"2472",10,121188
"2473",10,121189
"2474",10,121190
"2475",10,121191
"2476",10,121192
"2477",10,121193
"2478",10,121194
"2479",10,121244
"2480",10,121245
"2481",10,121246
"2482",10,121247
"2483",10,121248
"2484",10,121249
"2485",10,121250
"2486",10,121251
"2487",10,121252
"2488",10,121253
"2489",10,121254
"2490",10,121255
"2491",10,121256
"2492",10,121257
"2493",10,121258
"2494",10,121259
"2495",10,121260
"2496",10,121261
"2497",10,121262
"2498",10,121263
"2499",10,121264
"2500",10,121265
"2501",10,121266
"2502",10,121267
"2503",10,121314
"2504",10,121315
"2505",10,121316
"2506",10,121317
"2507",10,121318
"2508",10,121319
"2509",10,121320
"2510",10,121321
"2511",10,121322
"2512",10,121323
"2513",10,121324
"2514",10,121325
"2515",10,121326
"2516",10,121327
"2517",10,121328
"2518",10,121329
"2519",10,121330
"2520",10,121331
"2521",10,121332
"2522",10,121333
"2523",10,121334
"2524",10,121335
"2525",10,121336
"2526",10,121337
"2527",10,121338
"2528",10,121382
"2529",10,121383
"2530",10,121384
"2531",10,121385
"2532",10,121386
"2533",10,121387
"2534",10,121388
"2535",10,121389
"2536",10,121390
"2537",10,121391
"2538",10,121392
"2539",10,121393
"2540",10,121394
"2541",10,121395
"2542",10,121396
"2543",10,121397
"2544",10,121398
"2545",10,121399
"2546",10,121400
"2547",10,121401
"2548",10,121402
"2549",10,121403
"2550",10,121404
"2551",10,121448
"2552",10,121449
"2553",10,121450
"2554",10,121451
"2555",10,121452
"2556",10,121453
"2557",10,121454
"2558",10,121455
"2559",10,121456
"2560",10,121457
"2561",10,121458
"2562",10,121459
"2563",10,121460
"2564",10,121461
"2565",10,121462
"2566",10,121463
"2567",10,121464
"2568",10,121465
"2569",10,121466
"2570",10,121467
"2571",10,121468
"2572",10,121469
"2573",10,121509
"2574",10,121510
"2575",10,121511
"2576",10,121512
"2577",10,121513
"2578",10,121514
"2579",10,121515
"2580",10,121516
"2581",10,121517
"2582",10,121518
"2583",10,121519
"2584",10,121520
"2585",10,121521
"2586",10,121522
"2587",10,121523
"2588",10,121524
"2589",10,121525
"2590",10,121526
"2591",10,121527
"2592",10,121528
"2593",10,121567
"2594",10,121568
"2595",10,121569
"2596",10,121570
"2597",10,121571
"2598",10,121572
"2599",10,121573
"2600",10,121574
"2601",10,121575
"2602",10,121576
"2603",10,121577
"2604",10,121578
"2605",10,121579
"2606",10,121580
"2607",10,121581
"2608",10,121582
"2609",10,121583
"2610",10,121584
"2611",10,121585
"2612",10,121586
"2613",10,121587
"2614",10,121588
"2615",10,121589
"2616",10,121590
"2617",10,121632
"2618",10,121633
"2619",10,121634
"2620",10,121635
"2621",10,121636
"2622",10,121637
"2623",10,121638
"2624",10,121639
"2625",10,121640
"2626",10,121641
"2627",10,121642
"2628",10,121643
"2629",10,121644
"2630",10,121645
"2631",10,121646
"2632",10,121647
"2633",10,121648
"2634",10,121649
"2635",10,121650
"2636",10,121651
"2637",10,121652
"2638",10,121653
"2639",10,121654
"2640",10,121655
"2641",10,121656
"2642",10,121657
"2643",10,121696
"2644",10,121697
"2645",10,121698
"2646",10,121699
"2647",10,121700
"2648",10,121701
"2649",10,121702
"2650",10,121703
"2651",10,121704
"2652",10,121705
"2653",10,121706
"2654",10,121707
"2655",10,121708
"2656",10,121709
"2657",10,121710
"2658",10,121711
"2659",10,121712
"2660",10,121713
"2661",10,121714
"2662",10,121715
"2663",10,121716
"2664",10,121717
"2665",10,121718
"2666",10,121719
"2667",10,121755
"2668",10,121756
"2669",10,121757
"2670",10,121758
"2671",10,121759
"2672",10,121760
"2673",10,121761
"2674",10,121762
"2675",10,121763
"2676",10,121764
"2677",10,121765
"2678",10,121766
"2679",10,121767
"2680",10,121768
"2681",10,121769
"2682",10,121770
"2683",10,121771
"2684",10,121772
"2685",10,121773
"2686",10,121774
"2687",10,121775
"2688",10,121776
"2689",10,121777
"2690",10,121778
"2691",10,121820
"2692",10,121821
"2693",10,121822
"2694",10,121823
"2695",10,121824
"2696",10,121825
"2697",10,121826
"2698",10,121827
"2699",10,121828
"2700",10,121829
"2701",10,121830
"2702",10,121831
"2703",10,121832
"2704",10,121833
"2705",10,121834
"2706",10,121835
"2707",10,121836
"2708",10,121837
"2709",10,121838
"2710",10,121839
"2711",10,121840
"2712",10,121841
"2713",10,121842
"2714",10,121843
"2715",10,121844
"2716",10,121891
"2717",10,121892
"2718",10,121893
"2719",10,121894
"2720",10,121895
"2721",10,121896
"2722",10,121897
"2723",10,121898
"2724",10,121899
"2725",10,121900
"2726",10,121901
"2727",10,121902
"2728",10,121903
"2729",10,121904
"2730",10,121905
"2731",10,121906
"2732",10,121907
"2733",10,121908
"2734",10,121909
"2735",10,121910
"2736",10,121911
"2737",10,121912
"2738",10,121913
"2739",10,121914
"2740",10,121915
"2741",10,121965
"2742",10,121966
"2743",10,121967
"2744",10,121968
"2745",10,121969
"2746",10,121970
"2747",10,121971
"2748",10,121972
"2749",10,121973
"2750",10,121974
"2751",10,121975
"2752",10,121976
"2753",10,121977
"2754",10,121978
"2755",10,121979
"2756",10,121980
"2757",10,121981
"2758",10,121982
"2759",10,121983
"2760",10,121984
"2761",10,121985
"2762",10,121986
"2763",10,121987
"2764",10,121988
"2765",10,121989
"2766",10,122036
"2767",10,122037
"2768",10,122038
"2769",10,122039
"2770",10,122040
"2771",10,122041
"2772",10,122042
"2773",10,122043
"2774",10,122044
"2775",10,122045
"2776",10,122046
"2777",10,122047
"2778",10,122048
"2779",10,122049
"2780",10,122050
"2781",10,122051
"2782",10,122052
"2783",10,122053
"2784",10,122054
"2785",10,122055
"2786",10,122056
"2787",10,122057
"2788",10,122058
"2789",10,122109
"2790",10,122110
"2791",10,122111
"2792",10,122112
"2793",10,122113
"2794",10,122114
"2795",10,122115
"2796",10,122116
"2797",10,122117
"2798",10,122118
"2799",10,122119
"2800",10,122120
"2801",10,122121
"2802",10,122122
"2803",10,122123
"2804",10,122124
"2805",10,122125
"2806",10,122126
"2807",10,122127
"2808",10,122128
"2809",10,122129
"2810",10,122130
"2811",10,122183
"2812",10,122184
"2813",10,122185
"2814",10,122186
"2815",10,122187
"2816",10,122188
"2817",10,122189
"2818",10,122190
"2819",10,122191
"2820",10,122192
"2821",10,122193
"2822",10,122194
"2823",10,122195
"2824",10,122196
"2825",10,122197
"2826",10,122198
"2827",10,122199
"2828",10,122200
"2829",10,122201
"2830",10,122257
"2831",10,122258
"2832",10,122259
"2833",10,122260
"2834",10,122261
"2835",10,122262
"2836",10,122263
"2837",10,122264
"2838",10,122265
"2839",10,122266
"2840",10,122267
"2841",10,122268
"2842",10,122269
"2843",10,122270
"2844",10,122271
"2845",10,122272
"2846",10,122273
"2847",10,122274
"2848",10,122324
"2849",10,122325
"2850",10,122326
"2851",10,122327
"2852",10,122328
"2853",10,122329
"2854",10,122330
"2855",10,122331
"2856",10,122332
"2857",10,122333
"2858",10,122334
"2859",10,122335
"2860",10,122336
"2861",10,122337
"2862",10,122393
"2863",10,122394
"2864",10,122395
"2865",10,122396
"2866",10,122397
"2867",10,122398
"2868",10,122399
"2869",10,122400
"2870",10,122401
"2871",11,136758
"2872",11,136760
"2873",11,136761
"2874",11,136762
"2875",11,136763
"2876",11,136764
"2877",11,136765
"2878",11,136766
"2879",11,136767
"2880",11,136768
"2881",11,136769
"2882",11,136770
"2883",11,136771
"2884",11,136772
"2885",11,136774
"2886",11,136775
"2887",11,136776
"2888",11,136778
"2889",11,136779
"2890",11,136780
"2891",11,136781
"2892",11,136782
"2893",11,136785
"2894",11,136786
"2895",11,136787
"2896",11,136788
"2897",11,136789
"2898",11,136790
"2899",11,136791
"2900",11,136792
"2901",11,136793
"2902",11,136794
"2903",11,136795
"2904",11,136796
"2905",11,136797
"2906",11,136798
"2907",11,136799
"2908",11,136800
"2909",11,136801
"2910",11,136803
"2911",11,136804
"2912",11,136805
"2913",11,136806
"2914",11,136807
"2915",11,136808
"2916",11,136809
"2917",11,136810
"2918",11,136811
"2919",11,136812
"2920",11,136813
"2921",11,136814
"2922",11,136815
"2923",11,136816
"2924",11,136817
"2925",11,136818
"2926",11,136819
"2927",11,136820
"2928",11,136821
"2929",11,136822
"2930",11,136823
"2931",11,136824
"2932",11,136825
"2933",11,136826
"2934",11,136827
"2935",11,136828
"2936",11,136829
"2937",11,136830
"2938",11,136831
"2939",11,136832
"2940",11,136833
"2941",11,136834
"2942",11,136835
"2943",11,136836
"2944",11,136837
"2945",11,136838
"2946",11,136839
"2947",11,136840
"2948",11,136841
"2949",11,136842
"2950",11,136843
"2951",11,136844
"2952",11,136845
"2953",11,136846
"2954",11,136847
"2955",11,136848
"2956",11,136849
"2957",11,136850
"2958",11,136851
"2959",11,136852
"2960",11,136853
"2961",11,136854
"2962",11,136855
"2963",11,136856
"2964",11,136857
"2965",11,136858
"2966",11,136859
"2967",11,136860
"2968",11,136861
"2969",11,136862
"2970",11,136863
"2971",11,136864
"2972",11,136865
"2973",11,136866
"2974",11,136867
"2975",11,136868
"2976",11,136869
"2977",11,136870
"2978",11,136871
"2979",11,136873
"2980",11,136874
"2981",11,136875
"2982",11,136876
"2983",11,136877
"2984",11,136878
"2985",11,136879
"2986",11,136880
"2987",11,136881
"2988",11,136882
"2989",11,136887
"2990",11,136888
"2991",11,136889
"2992",11,136890
"2993",11,136891
"2994",11,136892
"2995",11,136896
"2996",11,136897
"2997",11,136898
"2998",11,136900
"2999",11,136901
"3000",11,136904
"3001",11,136905
"3002",11,136906
"3003",11,136907
"3004",11,136910
"3005",11,136911
"3006",11,136912
"3007",11,136913
"3008",11,136915
"3009",11,136916
"3010",11,136917
"3011",11,136920
"3012",11,136921
"3013",11,136922
"3014",11,136923
"3015",11,136924
"3016",11,136925
"3017",11,136927
"3018",11,136928
"3019",11,136929
"3020",12,138325
"3021",12,138327
"3022",12,138330
"3023",12,138333
"3024",12,138336
"3025",12,138337
"3026",12,138338
"3027",12,138342
"3028",12,138373
"3029",12,138374
"3030",12,138376
"3031",12,138377
"3032",12,138380
"3033",12,138381
"3034",12,138383
"3035",12,138384
"3036",12,138390
"3037",12,138391
"3038",12,138403
"3039",12,138404
"3040",12,138410
"3041",12,138411
"3042",12,138417
"3043",13,138499
"3044",13,138509
"3045",13,138510
"3046",13,138519
"3047",13,138520
"3048",13,138521
"3049",13,138522
"3050",13,138531
"3051",13,138532
"3052",13,138533
"3053",13,138534
"3054",13,138543
"3055",13,138544
"3056",13,138555
"3057",13,138569
"3058",13,138570
"3059",13,138571
"3060",13,138572
"3061",13,138573
"3062",13,138586
"3063",13,138587
"3064",13,138603
"3065",13,138604
"3066",13,138605
"3067",13,138606
"3068",13,138618
"3069",13,138619
"3070",13,138620
"3071",13,138621
"3072",13,138622
"3073",13,138635
"3074",13,138636
"3075",13,138637
"3076",13,138638
"3077",13,138651
"3078",13,138652
"3079",13,138653
"3080",13,138654
"3081",13,138655
"3082",13,138669
"3083",13,138670
"3084",13,138671
"3085",13,138672
"3086",13,138683
"3087",13,138684
"3088",13,138685
"3089",13,138686
"3090",13,138697
"3091",13,138698
"3092",13,138699
"3093",13,138700
"3094",13,138701
"3095",13,138702
"3096",13,138703
"3097",13,138704
"3098",13,138705
"3099",13,138706
"3100",13,138707
"3101",13,138708
"3102",13,138709
"3103",13,138710
"3104",13,138711
"3105",13,138712
"3106",13,138713
"3107",13,138714
"3108",13,138715
"3109",13,138716
"3110",13,138720
"3111",13,138726
"3112",13,138727
"3113",13,138728
"3114",13,138729
"3115",13,138730
"3116",13,138731
"3117",13,138737
"3118",13,138738
"3119",13,138739
"3120",13,138740
"3121",13,138748
"3122",13,138749
"3123",13,138750
"3124",13,138751
"3125",13,138759
"3126",13,138760
"3127",13,138761
"3128",13,138762
"3129",13,138763
"3130",13,138771
"3131",13,138772
"3132",13,138773
"3133",13,138774
"3134",13,138775
"3135",14,140858
"3136",14,140874
"3137",14,140875
"3138",14,140876
"3139",14,140877
"3140",14,140893
"3141",14,140894
"3142",14,140895
"3143",14,140896
"3144",14,140897
"3145",14,140898
"3146",14,140899
"3147",14,140900
"3148",14,140901
"3149",14,140902
"3150",14,140920
"3151",14,140921
"3152",14,140922
"3153",14,140923
"3154",14,140924
"3155",14,140925
"3156",14,140926
"3157",14,140927
"3158",14,140928
"3159",14,140929
"3160",14,140930
"3161",14,140944
"3162",14,140945
"3163",14,140946
"3164",14,140947
"3165",14,140948
"3166",14,140949
"3167",14,140950
"3168",14,140951
"3169",14,140952
"3170",14,140953
"3171",14,140954
"3172",14,140955
"3173",14,140956
"3174",14,140957
"3175",14,140958
"3176",14,140972
"3177",14,140973
"3178",14,140974
"3179",14,140975
"3180",14,140976
"3181",14,140977
"3182",14,140978
"3183",14,140979
"3184",14,140980
"3185",14,140981
"3186",14,140982
"3187",14,140983
"3188",14,140984
"3189",14,140985
"3190",14,140986
"3191",14,140987
"3192",14,141001
"3193",14,141002
"3194",14,141003
"3195",14,141004
"3196",14,141005
"3197",14,141006
"3198",14,141007
"3199",14,141008
"3200",14,141009
"3201",14,141010
"3202",14,141011
"3203",14,141012
"3204",14,141013
"3205",14,141014
"3206",14,141015
"3207",14,141016
"3208",14,141017
"3209",14,141018
"3210",14,141027
"3211",14,141028
"3212",14,141029
